category,rating,name,img,num,link
Games,,Castle Clash: Age of Legends,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/e4c9d019dfcf786b816113f4c22ed6733455de96797caa3e2a9fe30bb7cd1961.jpg,,https://itunes.apple.com/us/app/castle-clash-age-of-legends/id692669501?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Twist,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/2c5fbe12147aeadacd6888ca6dac1b04a6e6f6277c69001c7592292d6bf823b0.jpg,,https://itunes.apple.com/us/app/twist/id1052231801?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Utilities,,Bitmoji Keyboard - Your Avatar Emoji,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/ad585703b9f638facd025820bc3baae955fb78d55a9c5953a993553b4a6f1098.jpg,,https://itunes.apple.com/us/app/bitmoji-keyboard-your-avatar/id868077558?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,,Boomerang from Instagram,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/4bd86eae92b7e9d50a50f48bed3c19751632681d0fb9e6adf6ce6c7a8a66157d.jpg,,https://itunes.apple.com/us/app/boomerang-from-instagram/id1041596399?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Shopping,,letgo: Buy & Sell Second Hand Stuff,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/75a910a4c7ff8ce480e33d7f9d28ec034e0c53240c32f95969229471256b1c8e.jpg,,https://itunes.apple.com/us/app/letgo-buy-sell-second-hand/id986339882?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Music,,YouTube Music,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/ca01523eb4c7f483c4de5179713608f8c78960ef73cf24febefbb56ef166dd16.jpg,,https://itunes.apple.com/us/app/youtube-music/id1017492454?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,,Face Swap Live Lite - Switch faces with friends & photos in live video,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/179d0a0d4b6cc9a3a7ec2db0f046e0469bb6395996c4a73548564957b0d9ff75.jpg,,https://itunes.apple.com/us/app/face-swap-live-lite-switch/id1077478814?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Clash of Lords 2: Heroes War,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/ca4348a3e93f471607a1c147a09a13e2daf9f8fe6c098a81284f40b7a97bbe11.jpg,,https://itunes.apple.com/us/app/clash-of-lords-2-heroes-war/id867427452?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Shopping,,OfferUp - Buy. Sell. Simple.,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/1e8dc3aca0e58c50e3a6e71e1ca09e8482c65ccbe82ce3ca8ffd47f37bb66bd7.jpg,,https://itunes.apple.com/us/app/offerup-buy.-sell.-simple./id468996152?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Travel,,Yelp,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/ae6d54ac095db8939862dcc9f635b0fe32ab3bc4fa4a668c0d83474b6339586d.jpg,,https://itunes.apple.com/us/app/yelp/id284910350?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Shopping,,Wish - Shopping Made Fun,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/7b038707b727ce343d66079117a450a2e08510691852fc93398ef47f99325637.jpg,,https://itunes.apple.com/us/app/wish-shopping-made-fun/id530621395?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Merged!,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/8b317705423f8a9e8b5e510e77754c032e180de9af6b9021bb3fa5dee04092c5.jpg,,https://itunes.apple.com/us/app/merged!/id1055672607?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Mobile Strike,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/b303020a1c9960e03c235d9a06cb50f580557cc0758ab19f70c6d5e0c37ab982.jpg,,https://itunes.apple.com/us/app/mobile-strike/id934596429?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Health & Fitness,,Fitbit,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/ca4991d1bb7b38664d9a8ba1a30c24801a3165f16aa0f46b411d8b8a8485aa5b.jpg,,https://itunes.apple.com/us/app/fitbit/id462638897?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Lord of Ghosts,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/2dab0e2612868a3bec78acb2aa3e5bc6d763ff0e6d1ffde7587ac5afa6876175.jpg,,https://itunes.apple.com/us/app/lord-of-ghosts/id1073325317?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Subway Surfers,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/c5aa4a2f482c62641cd2344170d8be20b03e45f112358d8fb5d0f7e2d8f4285d.jpg,,https://itunes.apple.com/us/app/subway-surfers/id512939461?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Music,,"Shazam - Discover music, artists, videos & lyrics",https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/797e2f716a9fdaa49d22cc806f715df43ba9a5cc599b7ad298509f1b056f4cb9.jpg,,https://itunes.apple.com/us/app/shazam-discover-music-artists/id284993459?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Colorin - The free coloring in game,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/9adb7d72e42f6d7474b09d5ba2501ce12cb0246dc4a2ff68ae090f24e1a88605.jpg,,https://itunes.apple.com/us/app/colorin-free-coloring-in-game/id702871560?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Travel,,Lyft - Taxi & Bus App Alternative,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/5afeae75548d3a47d003052d2f2c912e41f8f3d723d5b5f75ad02bf4475805b1.jpg,,https://itunes.apple.com/us/app/lyft-taxi-bus-app-alternative/id529379082?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Entertainment,,Real Razor (Prank),https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/b833ef737494a17a64f72bd762bac5d30317fdc2e4430cb54bbd8fd36aa4f5bb.jpg,,https://itunes.apple.com/us/app/real-razor-prank/id909904428?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Clash of Clans,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/c313b6eb4c242ff18883f7ba6dc6a5fbe5d37f34387066a1981c19dcf56e0e8f.jpg,,https://itunes.apple.com/us/app/clash-of-clans/id529479190?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Music,,Magic Piano by Smule,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/131ece30aee27aa5e471eabc3884024e7ce5f0cb6b6516b10965be65ae9e97e9.jpg,,https://itunes.apple.com/us/app/magic-piano-by-smule/id421254504?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,8 Ball Pool™,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/23052e4e5944f23bcd304048a9ce5d048cdf757eecfe5248284fb569aac610cd.jpg,,https://itunes.apple.com/us/app/8-ball-pool/id543186831?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Damn Daniel Button,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/49e5efb1ef9671a85979e2c5d44d6219019fadcc294ef4bf3ec3e3ec8e28599c.jpg,,https://itunes.apple.com/us/app/damn-daniel-button/id1088111457?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Utilities,,Chrome - web browser by Google,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/440f25ca542421c89c8a0ef0047e1c679b4d8a3e9176c1659acd8a18646e8299.jpg,,https://itunes.apple.com/us/app/chrome-web-browser-by-google/id535886823?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Words With Friends,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/1800880c9e5c184ef59675e00ea1796414afa49731150194745ad42c9a7dbd8f.jpg,,https://itunes.apple.com/us/app/words-with-friends/id804379658?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Cooking Fever,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/a0bd54b7eb16be95c039ef02ca2e8fbd9f312617ba576e422e9fc92f743a1c3b.jpg,,https://itunes.apple.com/us/app/cooking-fever/id714796093?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Temple Run 2,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/f784b4f3dbb92db2de2125e38c7f63c2e7a15c9177953c468ebaefd7969e7717.jpg,,https://itunes.apple.com/us/app/temple-run-2/id572395608?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Train Conductor World: European Railway,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/bb99939bbdfed89e88e12a7a226220ecdfc5e1d2d2c65eddd7f1347a7a90576d.jpg,,https://itunes.apple.com/us/app/train-conductor-world-european/id932228293?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Entertainment,,Colorfy: Coloring Book for Adults - Free,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/aba6b7b49d96676a50d970bbebb7ee732411d41d37aaede944ea3aafc2a5ce80.jpg,,https://itunes.apple.com/us/app/colorfy-coloring-book-for/id1009442510?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Shopping,,"Jet - The Smartest Way to Shop & Save Online, Find the Lowest Prices, Discounts & Deals",https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/7cb10a2e71237bdfaca25372671485d050e88d442c2fd548a19a4ae00a066a2f.jpg,,https://itunes.apple.com/us/app/jet-smartest-way-to-shop-save/id950022424?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Nitro Nation Stories,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/2a6f37d4dc179d65d6bc42414f5f3fcff75b1072ebff120e541b6f45bb740aec.jpg,,https://itunes.apple.com/us/app/nitro-nation-stories/id998276924?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Agar.io,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/f415ecdc902cfc96e06d9b9811582c3c7a81d8b69f9eed646627744669062818.jpg,,https://itunes.apple.com/us/app/agar.io/id995999703?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Basketball Tosses,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/e561b57885b54c43ac64959d452d67de6b0ddcd4681b17a695c977fb1855711b.jpg,,https://itunes.apple.com/us/app/basketball-tosses/id574359036?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Solitaire,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/5a40d6b1260eb54a8211a1a53b7fdf1b5c5ab8759ea3ea846c3294f1362c0bde.jpg,,https://itunes.apple.com/us/app/solitaire/id359917414?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Music,,Musicloud - Music Player For Cloud Platforms.,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/8078501e00ed5e0267d4ebeac4a6bc6796d3976348f9ffb5755d821bba717408.jpg,,https://itunes.apple.com/us/app/musicloud-music-player-for/id1040451985?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Lifestyle,,Tinder,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/d6722e1e0fc2f26593d9f1bf62e72bf6991d7c36d111845877178c11068074b0.jpg,,https://itunes.apple.com/us/app/tinder/id547702041?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,,Pic Collage - Photo editor with birthday templates,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/2dd27b4c466efd9ae834de9411f3771701125a77888f461e3fc6b23814b46e52.jpg,,https://itunes.apple.com/us/app/pic-collage-photo-editor-birthday/id448639966?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Candy Crush Jelly Saga,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/afc699d2bfe46f1a45ba3858f2e95fcf48395b635b780ea8c0eda2d4817b899a.jpg,,https://itunes.apple.com/us/app/candy-crush-jelly-saga/id1047246341?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Music,,Sing! Karaoke by Smule,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/a97ad46e9dfb6695c65e9e4dedb0a3d3673487a45ec1dc020865a6f8fb372093.jpg,,https://itunes.apple.com/us/app/sing!-karaoke-by-smule/id509993510?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Productivity,,Google Drive - free online storage from Google,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/e5932c147480c0324843a1f826d5bea9c21934f6f0db166f6a4e15f752472e6d.jpg,,https://itunes.apple.com/us/app/google-drive-free-online-storage/id507874739?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Shopping,,"Groupon - Deals, Coupons & Shopping: Discounts on Local Restaurants, Events, Hotels, Yoga & Spas",https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/dc45135e3d73335a225a7ac5b8b7ba07b0f540b1fb9b09b58a46fd8cd44e26de.jpg,,https://itunes.apple.com/us/app/groupon-deals-coupons-shopping/id352683833?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,,YouCam Makeup,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/e54de65ef119b376efa9d33bff90e2b8ee63a60d58fea7043af83af9814c023d.jpg,,https://itunes.apple.com/us/app/youcam-makeup/id863844475?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Social Networking,,"ooVoo – Free Video Call, Text and Voice",https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/465f3f6754da5db60a52fdfe08d084056a476bdfdff4ce78d7a9a547a73c2fc0.jpg,,https://itunes.apple.com/us/app/oovoo-free-video-call-text/id428845974?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Music,,Free Music Muzi - Free MP3 Streamer & Playlist Manager,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/6f13efd53028d7b8a0135989f819bd885b04177ab8e7d08fcccdb31413d28ded.jpg,,https://itunes.apple.com/us/app/free-music-muzi-free-mp3-streamer/id1069246220?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,,Moments – Get the photos you didn't take,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/17832bcdccf249514e28157ab2109d8793f550fe0c8a14fbac703ec897ce5021.jpg,,https://itunes.apple.com/us/app/moments-get-photos-you-didnt/id991346515?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Social Networking,,Wishbone - Compare Anything,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/7eb9057ec22512218f54fbd69f510172d8b4b25f45ef937f043896b90f5b2e5b.jpg,,https://itunes.apple.com/us/app/wishbone-compare-anything/id836071680?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Shopping,,eBay,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/22f2529eae69aaadf16af21909f4c4bf5abafd5201185b60dc53aca69779ae12.jpg,,https://itunes.apple.com/us/app/ebay/id282614216?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Jenga,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/13a03b9e51b0e2a61045cdb7a5269eaf69538407036de34ab63fbea9b873fa88.jpg,,https://itunes.apple.com/us/app/jenga/id392915994?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Productivity,,Dropbox,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/e375edd4ac17671a6023172c3258a742af29018af2aefc9a862095b9a532812c.jpg,,https://itunes.apple.com/us/app/dropbox/id327630330?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,,Flipagram - photo video stories with free music,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/13fd73e2104d2f8f7c0f4c9641c718d95ff11b6e29e815a49b44fb7d2c06429f.jpg,,https://itunes.apple.com/us/app/flipagram-photo-video-stories/id512727332?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Racing in Car,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/89c57e7884fa833e404a0908e892ded71a700d83944b4e94fd349346c4bce5ae.jpg,,https://itunes.apple.com/us/app/racing-in-car/id1067589627?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Finance,,Chase Mobile℠,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/82a52e16fb83d48dd43082cc22674ab4a8cdf289d02fb04bdc23778e4fc0ba2d.jpg,,https://itunes.apple.com/us/app/chase-mobilesm/id298867247?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Happy Wheels,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/11bc22a8b885abc2a49a42e62925fb7cccb83ad435d402f780eaf9f393efb683.jpg,,https://itunes.apple.com/us/app/happy-wheels/id648668184?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,,Candy Crush Saga,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/4a3759fd8c3400c6e28ace0951c46dac8bcb9f564e26f5dfe956d82c4c21c9d1.jpg,,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Productivity,,Google Docs,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/6f8b17a36397caeb32a65d64a4b5e56af24f8d383c10b9fddad73ad637bc8afd.jpg,,https://itunes.apple.com/us/app/google-docs/id842842640?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,,Triller - Music Video Maker,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/4ced1d1ff49cd087659eba6c825c95960c9fa54dcee8a8467b21ff63418ff982.jpg,,https://itunes.apple.com/us/app/triller-music-video-maker/id994905763?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
category,rating,name,img,num,link
Travel,0,Uber,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/1f5146d36f954994aa4902f9b8fecc4c00a509e1ddd3354d05b333d8cafc3ec2.jpg,10,https://itunes.apple.com/us/app/uber/id368677368?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,0,Instagram,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/bf69d81152f9a5ca46fb606bc9daab981799ce8f4e9c814dc3a526bbf12f1ca5.jpg,10,https://itunes.apple.com/us/app/instagram/id389801252?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,0,Snapchat,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/8fb1fb5cf9e4933bb702fd6b9d15b885052ebdf4cb6d5f8c7870ccf88c1b00d9.jpg,10,https://itunes.apple.com/us/app/snapchat/id447188370?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Social Networking,0,Facebook,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/93a91e438ca9ec0df9d75938b923b2509aa2ec75c5a0fdf72aec570f2b3f3d92.jpg,10,https://itunes.apple.com/us/app/facebook/id284882215?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,0,Clash Royale,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/cd2624421ba50d754c7b3e44f934ed807fe89a98d26a0a47a2b17f002d88d31d.jpg,10,https://itunes.apple.com/us/app/clash-royale/id1053012308?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,0,Color Switch,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/c1cda235e47135430e88758df7bbe5319a348f98984affd2e077692322c3ed5f.jpg,10,https://itunes.apple.com/us/app/color-switch/id1053533457?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,0,Simulator Hoverboard,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/96cb68ab8ce71b5a6b7ba7afb2aba205805848d901fda9bfbfe5def910c371c8.jpg,10,https://itunes.apple.com/us/app/simulator-hoverboard/id1078599766?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Music,0,Pandora - Free Music & Radio,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/bcc68a56e8db459eaafcaf327050935e9896d4cc97a376b755f3eb8734cb9efa.jpg,10,https://itunes.apple.com/us/app/pandora-free-music-radio/id284035177?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Social Networking,0,Pinterest,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/ecca1779b22b6d41178499e004d9c0ba714055df61927f5b744502e26d5e4300.jpg,10,https://itunes.apple.com/us/app/pinterest/id429047995?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,0,MSQRD — Live Filters & Face Swap for Video Selfies,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/a88cecb987a78a3c397ddc7fccd6497d0b2869c92edf7032baab7639a45dc24d.jpg,10,https://itunes.apple.com/us/app/msqrd-live-filters-face-swap/id1065249424?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Entertainment,0,Netflix,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/c9f08e917dd3683c813387aa57fc5f642ba5398eaffbec2be379c373f11aff3f.jpg,10,https://itunes.apple.com/us/app/netflix/id363590051?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,0,Stack,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/3f6c264533eff9ccb0a44d1b62f0d2faee505d7c25dce28525e199d311ae234d.jpg,10,https://itunes.apple.com/us/app/stack/id1080487957?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,0,YouTube,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/5dc14437efa2e9ba4cd5a5f787e94423a53202f55e0208e3fcc7c1dc230a9a25.jpg,10,https://itunes.apple.com/us/app/youtube/id544007664?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,0,Faily Brakes,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/00e6dc6b6bc9eb2bc40d95f3dc10157de02c90b93e94a05c9fc355643958210c.jpg,10,https://itunes.apple.com/us/app/faily-brakes/id1063191689?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Productivity,0,Gmail - email from Google,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/7d76b83eb07e24da2776b2a6958589fd4783d80a59c1b226f4b2b96fe2752f7a.jpg,10,https://itunes.apple.com/us/app/gmail-email-from-google/id422689480?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Social Networking,0,Messenger,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/4e2e8a88927f15a9f8a57590a4604fb622e7bf5911e44380b279d9c73ab76ab9.jpg,10,https://itunes.apple.com/us/app/messenger/id454638411?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,0,Triller - Music Video Maker,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/4ced1d1ff49cd087659eba6c825c95960c9fa54dcee8a8467b21ff63418ff982.jpg,10,https://itunes.apple.com/us/app/triller-music-video-maker/id994905763?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Productivity,0,Google Docs,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/6f8b17a36397caeb32a65d64a4b5e56af24f8d383c10b9fddad73ad637bc8afd.jpg,10,https://itunes.apple.com/us/app/google-docs/id842842640?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Photo & Video,0,Flipagram - photo video stories with free music,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/13fd73e2104d2f8f7c0f4c9641c718d95ff11b6e29e815a49b44fb7d2c06429f.jpg,10,https://itunes.apple.com/us/app/flipagram-photo-video-stories/id512727332?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,0,Happy Wheels,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/11bc22a8b885abc2a49a42e62925fb7cccb83ad435d402f780eaf9f393efb683.jpg,10,https://itunes.apple.com/us/app/happy-wheels/id648668184?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,0,Racing in Car,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/89c57e7884fa833e404a0908e892ded71a700d83944b4e94fd349346c4bce5ae.jpg,10,https://itunes.apple.com/us/app/racing-in-car/id1067589627?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Games,0,Candy Crush Saga,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/4a3759fd8c3400c6e28ace0951c46dac8bcb9f564e26f5dfe956d82c4c21c9d1.jpg,10,https://itunes.apple.com/us/app/candy-crush-saga/id553834731?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Social Networking,0,Wishbone - Compare Anything,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/7eb9057ec22512218f54fbd69f510172d8b4b25f45ef937f043896b90f5b2e5b.jpg,10,https://itunes.apple.com/us/app/wishbone-compare-anything/id836071680?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
Productivity,0,Dropbox,https://www.apple.com/autopush/us/itunes/charts/free-apps/images/2016/3/e375edd4ac17671a6023172c3258a742af29018af2aefc9a862095b9a532812c.jpg,10,https://itunes.apple.com/us/app/dropbox/id327630330?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en
